position,link,company,location,status,salary,company_cleaned,min_salary,max_salary,city,state,City_x,Salary 10th Percentile (for the city),Salary 25th Percentile (for the city),Salary 50th Percentile (for the city),Salary 75th Percentile (for the city),Salary 90th Percentile (for the city),City_y,Price To Income Ratio,H1B
Senior Statistical Healthcare Analyst,https://www.indeed.com/company/FAIR-Health-Inc/jobs/Statistical-Analyst-c2c88660cb3c6114?fccid=113712fa84787673&vjs=3,FAIR Health Inc,Remote,"Posted
Posted 3 days ago",110000 - 130000,fair health inc,110000.0,130000.0,remote,Not Applicable,remote,0.0,0.0,0.0,0.0,0.0,remote,0.00,Yes
Predictive Analytics Modeler,https://www.indeed.com/company/LegalMatch/jobs/Predictive-Modeler-21965b26cdd584fc?fccid=536a6115ef09afef&vjs=3,LegalMatch,"Reno, NV 89501 
(Southwest area)","Posted
Posted 3 days ago",50000 - 60000,legalmatch,50000.0,60000.0,reno,NV,reno,61400.0,68608.0,76526.0,83171.0,89221.0,reno,4.7,No
"Growth Machine Learning Engineer, Generative AI (Remote)",https://www.indeed.com/rc/clk?jk=a1d8cad434a95129&fccid=8e1f25db81772523&vjs=3,Weights & Biases,"Remote in San Francisco, CA","Posted
Posted 3 days ago",143K - 181K,weights  biases,143000.0,181000.0,remote in san francisco,CA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
"Director of Data Science (El Segundo, California)",https://www.indeed.com/rc/clk?jk=c7ec210f37dcc855&fccid=d29c5f56235af7ca&vjs=3,Infineon Technologies,"Remote in El Segundo, CA 90245","Posted
Posted 3 days ago",220626 - 242689,infineon technologies,220626.0,242689.0,remote in el segundo,CA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Staff Machine Learning Engineer - Home Relevance,https://www.indeed.com/rc/clk?jk=9648e07c0f9fb879&fccid=43014b1412e0a7b6&vjs=3,Pinterest,"Remote in San Francisco, CA","Posted
Posted 3 days ago",193K - 245K,pinterest,193000.0,245000.0,remote in san francisco,CA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Cyber Data Scientist - TS/SCI CI Poly,https://www.indeed.com/rc/clk?jk=b2ce80869efe01dd&fccid=aff481bd146114a7&vjs=3,TENICA,"Chantilly, VA 20151","Posted
Posted 3 days ago",116K - 146K,tenica,116000.0,146000.0,chantilly,VA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Data Scientist - Operations Research,https://www.indeed.com/rc/clk?jk=035c95b6e51d4ab4&fccid=193ab4ce9271c767&vjs=3,JANUS Research Group,"Quantico, VA 22134","Posted
Posted 3 days ago",119K - 151K,janus research group,119000.0,151000.0,quantico,VA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
"Senior Data Analyst, GTM",https://www.indeed.com/rc/clk?jk=f265121a7da5da16&fccid=022ba911ce5fb269&vjs=3,Tapcart,"Santa Monica, CA","Posted
Posted 3 days ago",125000 - 160000,tapcart,125000.0,160000.0,santa monica,CA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No
Data Mining and Analytics Engineer (Cleared),https://www.indeed.com/rc/clk?jk=d34d445f967d61ec&fccid=e290923a98afee94&vjs=3,ICF,"Arlington, VA 22209 
(Radnor-Ft Myer Heights area)","Posted
Posted 3 days ago",77890 - 132413,icf,77890.0,132413.0,arlington,VA,arlington,65141.0,72788.66666666667,81188.66666666667,88238.66666666667,94657.66666666667,arlington,5.9,No
"Machine Learning Engineer, Search Recommendation",https://www.indeed.com/rc/clk?jk=09c13ec16b8d2012&fccid=caed318a9335aac0&vjs=3,TikTok,"Seattle, WA","Posted
Posted 3 days ago",137750 - 237500,tiktok,137750.0,237500.0,seattle,WA,seattle,67118.0,74998.0,83652.0,90917.0,97530.0,seattle,5.9,Yes
Senior Program Analyst / Data Analyst (FT),https://www.indeed.com/rc/clk?jk=55d778c0dcf2dea8&fccid=8ec0a97d6e779dde&vjs=3,State Bar of California,"Hybrid remote in San Francisco, CA 94105","Posted
Posted 3 days ago",97336 - 128781,state bar of california,97336.0,128781.0,hybrid remote in san francisco,CA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Research and Data Science Analyst,https://www.indeed.com/rc/clk?jk=1e6b3abd7b768ef7&fccid=3a8cc0b15bc55951&vjs=3,Threat Tec LLC,"Quantico, VA 22134","Posted
Posted 3 days ago",89.8K - 114K,threat tec llc,89800.0,114000.0,quantico,VA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No
Machine Learning Infrastructure Engineer,https://www.indeed.com/rc/clk?jk=cad49b14a1014e17&fccid=5b4ea6c0422a3b24&vjs=3,Moveworks.ai,"Mountain View, CA","Posted
Posted 3 days ago",180000 - 221000,moveworksai,180000.0,221000.0,mountain view,CA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
"Machine Learning Engineer, Science",https://www.indeed.com/rc/clk?jk=30fbc23d2c4c5d66&fccid=ad5cd49e0f99383f&vjs=3,Chan Zuckerberg Initiative,"Hybrid remote in Redwood City, CA","Posted
Posted 3 days ago",190000 - 285000,chan zuckerberg initiative,190000.0,285000.0,hybrid remote in redwood city,CA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Data Engineer,https://www.indeed.com/rc/clk?jk=de343927c7327c82&fccid=2df6a1e69a70a1e7&vjs=3,Cognizant Technology Solutions,"San Francisco, CA 94102 
(Downtown area)","Posted
Posted 3 days ago",110000 - 120000,cognizant technology solutions,110000.0,120000.0,san francisco,CA,san francisco,76035.0,84962.0,94767.0,102996.0,110488.0,san francisco,7.8,Yes
AI Full Stack Developer,https://www.indeed.com/rc/clk?jk=6c5c6767f35956ce&fccid=126e3afd205caa95&vjs=3,Thermo Fisher Scientific,"Carlsbad, CA 92008","Posted
Posted 3 days ago",114K - 145K,thermo fisher scientific,114000.0,145000.0,carlsbad,CA,carlsbad,65278.0,72942.0,81360.0,88425.0,94857.0,Not Applicable,Not Applicable,Yes
Senior Data Scientist,https://www.indeed.com/rc/clk?jk=f329546ad04b91ee&fccid=7dc8be9efe945d3a&vjs=3,Peraton,"Offutt AFB, NE 68113","Posted
Posted 3 days ago",146000 - 234000,peraton,146000.0,234000.0,offutt afb,NE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No
Manager of Data Science,https://www.indeed.com/rc/clk?jk=9dd8391b75695174&fccid=f8c85b296194776f&vjs=3,Ally Financial,"Lewisville, TX 75067","Posted
Posted 3 days ago",141K - 178K,ally financial,141000.0,178000.0,lewisville,TX,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Senior Data Scientist - Digital Factory,https://www.indeed.com/rc/clk?jk=b75b0af367d85e47&fccid=39b4b67c5b736173&vjs=3,DTE Energy,"Detroit, MI","Posted
Posted 3 days ago",121K - 153K,dte energy,121000.0,153000.0,detroit,MI,detroit,61503.0,68724.0,76655.0,83311.0,89372.0,detroit,1.4,Yes
"Machine Learning Engineer - Search Recommendation, E-commerce Search Growth",https://www.indeed.com/rc/clk?jk=c62b60baf2d82233&fccid=caed318a9335aac0&vjs=3,TikTok,"Seattle, WA","Posted
Posted 3 days ago",137750 - 237500,tiktok,137750.0,237500.0,seattle,WA,seattle,67118.0,74998.0,83652.0,90917.0,97530.0,seattle,5.9,Yes
Senior Data Science Specialist | Pharmaceutical Sciences & Clinical Supply,https://www.indeed.com/rc/clk?jk=65689ea9245bab2d&fccid=c38b7d5e0419a6a7&vjs=3,Merck Sharp & Dohme,"Hybrid remote in Rahway, NJ 07065","Posted
Posted 3 days ago",118640 - 186800,merck sharp  dohme,118640.0,186800.0,hybrid remote in rahway,NJ,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Senior Business Data Analyst (multiple openings) - IHM,https://www.indeed.com/rc/clk?jk=9776504779f4ac61&fccid=6ce7e0d9f67a9961&vjs=3,Discover Financial Services,"Riverwoods, IL 60015","Posted
Posted 3 days ago",65832 - 107100,discover financial services,65832.0,107100.0,riverwoods,IL,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No
Generative AI/Digital CMC Automation Lead (US-Remote),https://www.indeed.com/rc/clk?jk=70dd9ce22e13abfe&fccid=ec34037a9c92d805&vjs=3,Amgen,"Remote in Thousand Oaks, CA 91360","Posted
Posted 3 days ago",144K - 183K,amgen,144000.0,183000.0,remote in thousand oaks,CA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Evaluation & Research Associate,https://www.indeed.com/rc/clk?jk=fe834f8caffa9a36&fccid=f26613b6b896c93b&vjs=3,Science Museum of Minnesota,"Saint Paul, MN 55102 
(West 7th area)","Posted
Posted 3 days ago",52626 - 54851,science museum of minnesota,52626.0,54851.0,saint paul,MN,saint paul,64806.0,72415.0,80772.0,87785.0,94171.0,saint paul,3.3,No
Sr. Procurement and Materials Mgmt Data Analyst and Systems Specialist (Remote or Hybrid),https://www.indeed.com/rc/clk?jk=52d684119a9d3399&fccid=cbfa56f19cc95796&vjs=3,KBR,"Remote in Fulton, MD","Posted
Posted 3 days ago",110K - 139K,kbr,110000.0,139000.0,remote in fulton,MD,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No
"Software Engineer, Distributed Training, Machine Learning",https://www.indeed.com/rc/clk?jk=9768018c5e58503f&fccid=54ce3d70172499ca&vjs=3,Nuro,"Mountain View, CA","Posted
Posted 3 days ago",167200 - 250800,nuro,167200.0,250800.0,mountain view,CA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
"Manager, Data Science and Analytics",https://www.indeed.com/rc/clk?jk=bc976a22eb932868&fccid=ad1d9fc354f41a47&vjs=3,Razorfish,"New York, NY 10014 
(SoHo area)","Posted
Posted 3 days ago",105000 - 125000,razorfish,105000.0,125000.0,new york,NY,new york,71473.0,79864.0,89081.0,96816.0,103859.0,new york,10.2,No
Senior Data Analyst - Hybrid/Remote,https://www.indeed.com/rc/clk?jk=bc1f50f66896bce8&fccid=d6564a7007bffed9&vjs=3,Genesco Inc,"Remote in Nashville, TN 37214","Posted
Posted 3 days ago",83.7K - 106K,genesco inc,83700.0,106000.0,remote in nashville,TN,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Data Warehouse Lead,https://www.indeed.com/rc/clk?jk=468612191fcf0e65&fccid=a3b51ece17c02aae&vjs=3,ABBVIE,"Lake County, IL","Posted
Posted 3 days ago",129K - 163K,abbvie,129000.0,163000.0,lake county,IL,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Zero Emissions Truck Program Manager,https://www.indeed.com/rc/clk?jk=a8c34baf466bc32d&fccid=b683908b44e114b5&vjs=3,CALSTART,Remote,"Posted
Posted 3 days ago",95000 - 125000,calstart,95000.0,125000.0,remote,Not Applicable,remote,0.0,0.0,0.0,0.0,0.0,remote,0.00,No
Marketing Data Science Program Manager,https://www.indeed.com/rc/clk?jk=5b674495886186f2&fccid=126e3afd205caa95&vjs=3,Thermo Fisher Scientific,"Waltham, MA 02451","Posted
Posted 3 days ago",109K - 138K,thermo fisher scientific,109000.0,138000.0,waltham,MA,waltham,68535.0,76581.0,85419.0,92836.0,99590.0,Not Applicable,Not Applicable,Yes
AI/ML Consultant,https://www.indeed.com/rc/clk?cmp=LTIMindtree&ti=Ai%2Fml+Consultant&jk=cd2ca876da52030b&fccid=42bfc5a97647daf5&vjs=3,LTIMindtree,"Hybrid remote in Irving, TX 75039","Posted
Posted 3 days ago",98.5K - 125K,ltimindtree,98500.0,125000.0,hybrid remote in irving,TX,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Marketing Data Science Program Manager,https://www.indeed.com/rc/clk?jk=71f785251207204b&fccid=126e3afd205caa95&vjs=3,Thermo Fisher Scientific,"Pittsburgh, PA 15205","Posted
Posted 3 days ago",108K - 137K,thermo fisher scientific,108000.0,137000.0,pittsburgh,PA,pittsburgh,59916.0,66950.0,74676.0,81161.0,87065.0,pittsburgh,8.7,Yes
"Engineering Manager II, Machine Learning - User Understanding",https://www.indeed.com/rc/clk?jk=1fa98af1fd2b8fef&fccid=43014b1412e0a7b6&vjs=3,Pinterest,"Hybrid remote in Palo Alto, CA","Posted
Posted 3 days ago",161K - 204K,pinterest,161000.0,204000.0,hybrid remote in palo alto,CA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
"Technology Enabled Analyst, Mid",https://www.indeed.com/rc/clk?jk=8c1ebab2791b6038&fccid=4e041af1d0af1bc8&vjs=3,Booz Allen Hamilton,"Macdill AFB, FL","Posted
Posted 3 days ago",58300 - 133000,booz allen hamilton,58300.0,133000.0,macdill afb,FL,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
A.I. Infrastructure Engineer,https://www.indeed.com/rc/clk?jk=988fe46f28cdfd2a&fccid=34d8e4919db8c3fc&vjs=3,Artifact,Remote in Utah,"Posted
Posted 3 days ago",124K - 157K,artifact,124000.0,157000.0,remote in utah,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No
"Staff Machine Learning Engineer, Applied Science (Recommendation Systems)",https://www.indeed.com/rc/clk?jk=cf5b4c8b10279744&fccid=43014b1412e0a7b6&vjs=3,Pinterest,"Hybrid remote in San Francisco, CA","Posted
Posted 3 days ago",181K - 229K,pinterest,181000.0,229000.0,hybrid remote in san francisco,CA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Senior Statistical Programmer,https://www.indeed.com/rc/clk?jk=5d04f5a546d81ec7&fccid=50233450c852aee5&vjs=3,SimulStat,Remote,"Posted
Posted 3 days ago",125K - 158K,simulstat,125000.0,158000.0,remote,Not Applicable,remote,0.0,0.0,0.0,0.0,0.0,remote,0.00,No
Principal Machine Learning Engineer – Customer Growth Marketing,https://www.indeed.com/rc/clk?jk=4d5680229072f674&fccid=dd09fe3b43125016&vjs=3,Dell Technologies,Remote,"Posted
Posted 3 days ago",137K - 174K,dell technologies,137000.0,174000.0,remote,Not Applicable,remote,0.0,0.0,0.0,0.0,0.0,remote,0.00,Yes
"Staff Machine Learning Engineer, Ads Retrieval",https://www.indeed.com/rc/clk?jk=1f5be96aacaec906&fccid=43014b1412e0a7b6&vjs=3,Pinterest,"Hybrid remote in San Francisco, CA","Posted
Posted 3 days ago",182K - 231K,pinterest,182000.0,231000.0,hybrid remote in san francisco,CA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Senior Data Analyst - Research Analysis Spec Sr,https://www.indeed.com/rc/clk?jk=5832512378362887&fccid=0e58e9682e5d206a&vjs=3,State of Minnesota,"Saint Paul, MN 55101 
(Downtown area)","Posted
Posted 3 days ago",30.55 - 45.02 an hour,state of minnesota,63544.0,93641.6,saint paul,MN,saint paul,64806.0,72415.0,80772.0,87785.0,94171.0,saint paul,3.3,Yes
Lead Data Scientist - Analytics Application Architect,https://www.indeed.com/rc/clk?jk=a1eacd4946b68f06&fccid=c7e6b037b4d816c9&vjs=3,Cox Communications,"Atlanta, GA 30328","Posted
Posted 3 days ago",137K - 173K,cox communications,137000.0,173000.0,atlanta,GA,atlanta,59745.0,66759.0,74463.0,80929.0,86816.0,atlanta,3.2,Yes
Legal Data Analyst - Case Analysis (INDG),https://www.indeed.com/rc/clk?jk=9cfb54a006913c0a&fccid=f770da67b3b51c62&vjs=3,Bloomberg,"Princeton, NJ 08543","Posted
Posted 3 days ago",90000 - 105000,bloomberg,90000.0,105000.0,princeton,NJ,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Generative AI/Digital CMC Automation Lead (US-Remote),https://www.indeed.com/rc/clk?jk=b00490cbf688b810&fccid=ec34037a9c92d805&vjs=3,Amgen,"Remote in Thousand Oaks, CA","Posted
Posted 3 days ago",105663 - 130334,amgen,105663.0,130334.0,remote in thousand oaks,CA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Programmer/Analyst (Research Software Engineer) - Slomka Lab - Artificial Intelligence in Medicine (AIM) Program,https://www.indeed.com/rc/clk?jk=fc58c6540fc5efa5&fccid=22d99361dca0507f&vjs=3,CEDARS-SINAI,"Los Angeles, CA","Posted
Posted 3 days ago",85900 - 137300,cedarssinai,85900.0,137300.0,los angeles,CA,los angeles,68292.0,76309.0,85116.0,92507.0,99236.0,los angeles,6.7,No
Part Time AI/ML and Target Recognition SETA,https://www.indeed.com/rc/clk?jk=bad032a8aa605fc2&fccid=3df99830bff35829&vjs=3,Blue Sky Innovators,"Reston, VA 20190","Posted
Posted 3 days ago",97.2K - 123K,blue sky innovators,97200.0,123000.0,reston,VA,reston,67592.0,75528.0,84244.0,91559.0,98219.0,Not Applicable,Not Applicable,No
EMG Data Foundations Program Manager,https://www.indeed.com/rc/clk?jk=b36661d44d948886&fccid=ba07516c418dda52&vjs=3,Oculus,"New York, NY","Posted
Posted 3 days ago",93000 - 131000,oculus,93000.0,131000.0,new york,NY,new york,71473.0,79864.0,89081.0,96816.0,103859.0,new york,10.2,Yes
"Tech Lead, Senior Machine Learning Engineer - Search Recommendation",https://www.indeed.com/rc/clk?jk=0f0b24ebfa2a1958&fccid=caed318a9335aac0&vjs=3,TikTok,"Seattle, WA","Posted
Posted 3 days ago",212800 - 389500,tiktok,212800.0,389500.0,seattle,WA,seattle,67118.0,74998.0,83652.0,90917.0,97530.0,seattle,5.9,Yes
Senior Machine Learning Engineer - Search Recommendation,https://www.indeed.com/rc/clk?jk=48fe910fd8ee9ffb&fccid=caed318a9335aac0&vjs=3,TikTok,"Seattle, WA","Posted
Posted 3 days ago",184300 - 337250,tiktok,184300.0,337250.0,seattle,WA,seattle,67118.0,74998.0,83652.0,90917.0,97530.0,seattle,5.9,Yes
Predictive Analytics Modeler,https://www.indeed.com/rc/clk?jk=7c6b4028675bcea7&fccid=536a6115ef09afef&vjs=3,LegalMatch.com,"Reno, NV 89501 
(Southwest area)","Posted
Posted 3 days ago",50000 - 60000,legalmatchcom,50000.0,60000.0,reno,NV,reno,61400.0,68608.0,76526.0,83171.0,89221.0,reno,4.7,No
Statistical Programmer – Senior Statistical Programmer,https://www.indeed.com/rc/clk?jk=14a4ef4d63eaaa07&fccid=ddcf1cad5de0b5b3&vjs=3,Karuna Therapeutics,"Boston, MA 02110 
(Downtown area)","Posted
Posted 3 days ago",108K - 137K,karuna therapeutics,108000.0,137000.0,boston,MA,boston,68535.0,76581.0,85419.0,92836.0,99590.0,boston,8.4,Yes
"Senior Machine Learning Engineer, Core Engineering",https://www.indeed.com/rc/clk?jk=8b5f0d9bf0bac62f&fccid=43014b1412e0a7b6&vjs=3,Pinterest,"Hybrid remote in San Francisco, CA","Posted
Posted 3 days ago",174K - 221K,pinterest,174000.0,221000.0,hybrid remote in san francisco,CA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
"Tech Lead, Senior Machine Learning Engineer - Search Recommendation, E-commerce",https://www.indeed.com/rc/clk?jk=fbe33c141f221343&fccid=caed318a9335aac0&vjs=3,TikTok,"Seattle, WA","Posted
Posted 3 days ago",212800 - 389500,tiktok,212800.0,389500.0,seattle,WA,seattle,67118.0,74998.0,83652.0,90917.0,97530.0,seattle,5.9,Yes
Legal Data Analyst - Case Analysis (INDG),https://www.indeed.com/rc/clk?jk=4dee3cc51818bb46&fccid=f770da67b3b51c62&vjs=3,Bloomberg,"New York, NY 10261","Posted
Posted 3 days ago",90000 - 105000,bloomberg,90000.0,105000.0,new york,NY,new york,71473.0,79864.0,89081.0,96816.0,103859.0,new york,10.2,Yes
Space Domain Awareness (SDA) Data Fusion Network Architect,https://www.indeed.com/rc/clk?jk=cdd92a7d730ef06d&fccid=a9f4c88b2ec65781&vjs=3,LinQuest Corporation,"Colorado Springs, CO 80914 
(Powers area)","Posted
Posted 3 days ago",139K - 176K,linquest corporation,139000.0,176000.0,colorado springs,CO,colorado springs,60542.0,67650.0,75457.0,82009.0,87975.0,colorado springs,2.8,Yes
Senior Data Architect,https://www.indeed.com/rc/clk?jk=04c8bb3f549e6692&fccid=cbfa56f19cc95796&vjs=3,KBR,"Lexington Park, MD 20653","Posted
Posted 3 days ago",166K - 210K,kbr,166000.0,210000.0,lexington park,MD,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No
Space Domain Awareness (SDA) Data Fusion Network Engineer,https://www.indeed.com/rc/clk?jk=fcd685e105e98345&fccid=a9f4c88b2ec65781&vjs=3,LinQuest Corporation,"Colorado Springs, CO 80914 
(Powers area)","Posted
Posted 3 days ago",118K - 149K,linquest corporation,118000.0,149000.0,colorado springs,CO,colorado springs,60542.0,67650.0,75457.0,82009.0,87975.0,colorado springs,2.8,Yes
"Sr. Staff Machine Learning Engineer, Monetization",https://www.indeed.com/rc/clk?jk=309e6bca2b877de1&fccid=43014b1412e0a7b6&vjs=3,Pinterest,"Hybrid remote in San Francisco, CA","Posted
Posted 3 days ago",189K - 239K,pinterest,189000.0,239000.0,hybrid remote in san francisco,CA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
"Principal Machine Learning Engineer, OpenShift AI",https://www.indeed.com/rc/clk?jk=51230864a69b5109&fccid=e24a60f01d1882d1&vjs=3,Red Hat Software,"Remote in Sacramento, CA 95814","Posted
Posted 3 days ago",151K - 192K,red hat software,151000.0,192000.0,remote in sacramento,CA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Senior Computer Vision AI/ML Engineer,https://www.indeed.com/rc/clk?jk=ed95194b10310799&fccid=897ed0a8e81b6d2c&vjs=3,Stratagem Group LLC,"Aurora, CO 80011 
(Norfolk Glen area)","Posted
Posted 3 days ago",165000 - 210000,stratagem group llc,165000.0,210000.0,aurora,CO,aurora,62702.0,70063.5,78148.5,84935.0,91113.5,Not Applicable,Not Applicable,No
Cloud - Machine Learning Engineer,https://www.indeed.com/rc/clk?jk=ba851ceb06b1969c&fccid=384f0a88ba4a580e&vjs=3,Acxiom,"Conway, AR","Posted
Posted 3 days ago",107K - 135K,acxiom,107000.0,135000.0,conway,AR,conway,55622.0,62153.0,69325.0,75345.0,80826.0,Not Applicable,Not Applicable,Yes
Senior AI/ML Azure Engineer,https://www.indeed.com/rc/clk?jk=d7942c0b46aa785f&fccid=126e3afd205caa95&vjs=3,Thermo Fisher Scientific,California,"Posted
Posted 3 days ago",134K - 170K,thermo fisher scientific,134000.0,170000.0,california,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Senior Application Developer – Azure AI Experience,https://www.indeed.com/rc/clk?jk=1bbf2197f4038a9a&fccid=5d005f5043fecfc5&vjs=3,Pinnacle Technical Resources,"Plano, TX 75075","Posted
Posted 3 days ago",60 - 70 an hour,pinnacle technical resources,124800.0,145600.0,plano,TX,plano,60433.0,67528.0,75321.0,81861.0,87816.0,plano,2.1,Yes
Junior Data Scientist,https://www.indeed.com/company/FriendFinder-Networks/jobs/Junior-Data-Scientist-37a6d032f4d86176?fccid=702c7d72f9a9a730&vjs=3,FriendFinder Networks,Remote in California,"Posted
Posted 4 days ago",95000 - 115000,friendfinder networks,95000.0,115000.0,remote in california,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No
"Data Scientist, Senior",https://www.indeed.com/rc/clk?jk=ccf7c98fd4d09cfd&fccid=4e041af1d0af1bc8&vjs=3,Booz Allen Hamilton,"Remote in Bethesda, MD","Posted
Posted 4 days ago",93300 - 212000,booz allen hamilton,93300.0,212000.0,remote in bethesda,MD,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
"Data Scientist (L5), Member Product",https://www.indeed.com/rc/clk?jk=c4db5e8a5890888b&fccid=66403b30a2c0d89c&vjs=3,Netflix,"Los Gatos, CA","Posted
Posted 4 days ago",125K - 158K,netflix,125000.0,158000.0,los gatos,CA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Data Scientist 2,https://www.indeed.com/rc/clk?jk=47d974eb60124397&fccid=734cb5a01ee60f80&vjs=3,Microsoft,"Redmond, WA 98052 
(Overlake area)","Posted
Posted 4 days ago",94300 - 182600,microsoft,94300.0,182600.0,redmond,WA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Data Scientist,https://www.indeed.com/rc/clk?jk=449fcfc0a6fd9ba7&fccid=9cbdb6bd1c62de30&vjs=3,Technology Solutions Provider Inc.,Remote,"Posted
Posted 4 days ago",102K - 129K,technology solutions provider inc,102000.0,129000.0,remote,Not Applicable,remote,0.0,0.0,0.0,0.0,0.0,remote,0.00,No
Data Scientist,https://www.indeed.com/rc/clk?jk=f773bf146f6192b9&fccid=a3f737e511d9fc8c&vjs=3,Visa,"Hybrid remote in Washington, DC 20006","Posted
Posted 4 days ago",127K - 161K,visa,127000.0,161000.0,hybrid remote in washington,DC,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Data Scientist,https://www.indeed.com/company/Haven-Health-Management/jobs/Data-Scientist-6bb2d51bb0c44190?fccid=0b878d68306623e9&vjs=3,Haven Health Management,"Palm Springs, FL 33461","Posted
Posted 4 days ago",50000 - 85000,haven health management,50000.0,85000.0,palm springs,FL,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
CRE Data Scientist Sr,https://www.indeed.com/rc/clk?jk=d3a1799c687bb3a5&fccid=c46d0116f6e69eae&vjs=3,JPMorgan Chase & Co,"Seattle, WA 98101 
(Downtown area)","Posted
Posted 4 days ago",99750 - 165000,jpmorgan chase  co,99750.0,165000.0,seattle,WA,seattle,67118.0,74998.0,83652.0,90917.0,97530.0,seattle,5.9,Yes
Data Scientist,https://www.indeed.com/rc/clk?jk=a223a1a8a3ee7f50&fccid=0ce9926d48ed0222&vjs=3,SoundThinking,"Fremont, CA 94538 
(Downtown area)","Posted
Posted 4 days ago",80000 - 90000,soundthinking,80000.0,90000.0,fremont,CA,fremont,66395.0,74190.5,82752.0,89937.5,96480.0,fremont,5.0,No
